NYF	0.0819645992226396	0.20743990309536456
RJA	0.07303352756675968	0.20144548520445824
abnormal	2018-10-24	IGN
FEZ	0.07510162956853349	0.20017136216163636
IAI	0.0818926758857511	0.20300711914896966
IGN	0.09072868777855163	0.22066931568086148
NYF	0.07513697125116484	0.18379740983247758
RJA	0.08018770373722806	0.1923547900468111
normal	2018-10-24
FEZ	0.06687209161154595	0.1980380129814148
IAI	0.07292150240471713	0.19376439228653908
NYF	0.08093748831262568	0.20820023350417613
RJA	0.0760456559328168	0.1954349497705698
TIP	0.07500970556540797	0.2045624140650034
abnormal	2019-06-06	TIP
FEZ	0.07529493850830987	0.19450812488794328
IAI	0.07732494426200555	0.19047529496252535
NYF	0.07273202200387996	0.18582228384912014
RJA	0.08171221440518858	0.2149476718902588
TIP	0.09149829443872516	0.2142466201633215
normal	2019-06-06
FEZ	0.07738333240689263	0.20237830542027951
GSG	0.07180461005643281	0.20173436149954796
IAI	0.07429807556674052	0.20244267359375953
NYF	0.07436541965829424	0.1959238863736391
RJA	0.07029848162735794	0.19752077735960483
abnormal	2019-07-03	GSG
FEZ	0.06764385890372823	0.18126030027866363
GSG	0.08980213109528827	0.21926862940192224
IAI	0.07826129634600681	0.2004274508357048
NYF	0.07984050141550893	0.19924868598580361
RJA	0.07550509197979495	0.19979492492973805
normal	2019-07-03
BIL	0.07667612890795644	0.20667905665934086
FEZ	0.08073044938568236	0.1981514333933592
IAI	0.06905403298522218	0.18513078443706035
NYF	0.0812935430079836	0.20901596687734128
RJA	0.07361524003954406	0.2010227508842945
abnormal	2019-11-08	FEZ
BIL	0.08084106670137027	0.20038849249482155
FEZ	0.08988956520109083	0.215102826282382
IAI	0.06476876170108294	0.18672935545444488
NYF	0.08164760294352948	0.20639496602118015
RJA	0.0767712478391442	0.19138436429202557
normal	2019-11-08
BIL	0.07257437782815665	0.19817896671593188
FXY	0.08166908562419954	0.21329571790993213
IAI	0.07301292876254561	0.19306357815861702
NYF	0.0769146074210979	0.20271641276776792
RJA	0.07320218658146342	0.1927453213185072
abnormal	2020-04-27	BIL
BIL	0.08963122813359788	0.20847923025488854
FXY	0.06726457960759916	0.18447206757962703
IAI	0.07055163325967771	0.1931036664545536
NYF	0.0726839502442101	0.1981998062133789
RJA	0.08482524540020782	0.21574522264301776
normal	2020-04-27
FXY	0.07514849167048755	0.20738280579447746
IAI	0.06682227384049004	0.18636231482028962
NYF	0.07488087517660384	0.1992578935623169
RJA	0.07974937809748353	0.2043800037354231
TLT	0.07246275817978916	0.20261698238551618
abnormal	2020-09-09	IAI
FXY	0.07171322924789215	0.1926739838719368
IAI	0.09006541857768129	0.21136634215712546
NYF	0.07181726350001495	0.18794958882033824
RJA	0.07537506811881403	0.19960829459130763
TLT	0.08270354851199753	0.20840179190039634
normal	2016-01-13
